Author,Editor,DLL Work Authority Record(s),Title,Place,Publisher,Date,Url,Publication Year,Num Pages,Number Of Volumes,Short Title,Series,Archive,Library Catalog,Manual Tags,Automatic Tags
44546 : Apuleius,"84185 : Vliet, Joannes van der, 1847-1902",,Lucii Apulei Metamorphoseon libri XI.,Lipsiae,in aedibus B. G. Teubneri,1897,https://catalog.hathitrust.org/Record/001724815,1897,292 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,The Getty Research Institute,,
44546 : Apuleius,"84185: Vliet, Joannes van der, 1847-1902",,"Lucii Apulei Madaurensis Apologia, sive De magia liber et Florida.",Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/011589230,1900,202 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of California,Magic.,
"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,Libri qui supersunt.,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100391190,1893,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,Libri qui supersunt.,Lipsiae,sumptibus et typis B. G. Teubneri,1876,https://catalog.hathitrust.org/Record/001810060,1876,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,Libri qui supersunt.,Lipsiae,sumptibus et typis B. G. Teubneri,1883,https://catalog.hathitrust.org/Record/001810061,1883,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Michigan,,
"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,Libri qui supersunt.,Lipsiae,sumptibus et typis B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/001810056,1877,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
"45406 : Tacitus, Cornelius","Andresen, Georg, 1845-; 89560 : Halm, Karl, 1809-1882",,Libri qui supersunt,Lipsiae,B.G. Teubner,1913,https://catalog.hathitrust.org/Record/011665082,1913,,2 v.,,,HathiTrust,Cornell University,,
"45417 : Tibullus; 84127 : Müller, Lucian, 1836-1898",,,Libri quattuor.,Lipsiae,B. G. Teubner,1895,https://catalog.hathitrust.org/Record/100151355,1895,64 p.,,,,Hathi Trust,Cornell University,,
45417 : Tibullus,"84127 : Müller, Lucian, 1836-1898",,Libri quattuor.,Lipsiae,B. G. Teubner,1904,https://catalog.hathitrust.org/Record/012323959,1904,64 p.,,,,Hathi Trust,Cornell University,,
45367 : Sallust,,,Libri de Catilinae coniuratione et de bello Iugurthino. Accendunt orationes et epistulae ex Historiis excerptae.,Lipsiae,B.G. Teubner,1886,https://catalog.hathitrust.org/Record/012445084,1886,128 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University,,
70739 : Pseudo-Hyginus,"89690 : Gemoll, Wilhelm, 1850-1934",,Liber de munitionibus castrorum,Lipsiae,B. G. Teubner,1879,https://catalog.hathitrust.org/Record/012445103,1879,50 p.,,,,Hathi Trust,Cornell University,,
"89696 : Lydus, Johannes Laurentius, 490-approximately 565","89701 : Wunsch, Richard, 1869-1911",,Liber de mensibus,Lipsiae,B. G. Teubner,1898,https://catalog.hathitrust.org/Record/001845186,1898,202 p.,,,,Hathi Trust,University of Michigan,,
,,,Latin Literature.,,,1827,https://catalog.hathitrust.org/Record/005665075,1827,,,,,Hathi Trust,University of Michigan,COPIED TO NOT TEUBNER; History and criticism.; Latin language.; Latin literature,
45788 : Lactantius Placidus,"89530 : Jahnke, Richard, 1868-1933",,Lactantii Placidi qui dicitur Commentarios in Statii Thebaida et Commentarium in Achilleida.: Recensuit Ricardus Jahnke.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100687011,1898,522 p.,,,,Hathi Trust,University of Minnesota,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89460 : Hermes, Emil, 1847-1911",,L. Annaeus Senecae Dialogorum libros XII,Lipsiae,B.G. Teubner,1917,https://catalog.hathitrust.org/Record/100192556,1917,,3 v.,,,Hathi Trust,University of Illinois at Urbana-Champaign,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89698 : Richter, Gustav, 1838-1904; 84134 : Peiper, Rudolf, 1834-1898",,L. Annaei Senecae Tragoediae: accedunt incertae originis tragoediae tres,Lipsiae,B. G. Teubner,1867,https://catalog.hathitrust.org/Record/011255591,1867,592 p.,,L. Annaei Senecae Tragoediae,,Hathi Trust,University of Minnesota,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89698 : Richter, Gustav, 1838-1904; 84134 : Peiper, Rudolf, 1834-1898",,L. Annaei Senecae Tragoediae,Lipsiae,in aedibus B. G. Teubneri,1921,https://catalog.hathitrust.org/Record/007114881,1921,500 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of California,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89698 : Richter, Gustav, 1838-1904; 84134 : Peiper, Rudolf, 1834-1898",,L. Annaei Senecae Tragoediae,Lipsiae,in aedibus B. G. Teubneri,1902,https://catalog.hathitrust.org/Record/001809848,1902,500 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89460 : Hermes, Emil, 1847-1911; 84097 : Hosius, Carl, 1866-1937",,L. Annaei Senecae opera qvae svpersvnt...,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100002762,1898,,,,,Hathi Trust,Pennsylvania State University,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89459 : Gercke, Alfred, 1860-1922; 89460 : Hermes, Emil, 1847-1911; 89461 : Haase, Friedrich, 1808-1867; 89695 : Heuse, Otto, 1902-; 84097 : Hosius, Carl, 1866-1937",,L. Annaei Senecae opera qvae svpersvnt.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100227105,1898,,4 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89461 : Haase, Friedrich, 1808-1867",,L. Annaei Senecae opera qvae svpersvnt.,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100639426,1893,,3 v.,,,Hathi Trust,University of California,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89459 : Gercke, Alfred, 1860-1922; 89460 : Hermes, Emil, 1847-1911; 89461 : Haase, Friedrich, 1808-1867; 84092 : Hense, Otto, 1845-1931; 84097 : Hosius, Carl, 1866-1937",,L. Annaei Senecae opera qvae svpersvnt ...,Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/003914549,1900,,4 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89461 : Haase, Friedrich, 1808-1867",,L. Annaei Senecae opera quae supersunt.,Lipsiae,in aedibus B. G. Teubneri,1887,https://catalog.hathitrust.org/Record/100836027,1887,,3 v.,,,Hathi Trust,University of Iowa,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89461 : Haase, Friedrich, 1808-1867",,L. Annaei Senecae opera quae supersunt supplementum / edidit Fr. Haase.,Lipsiae,in aedibus B. G. Teubneri,1902,https://catalog.hathitrust.org/Record/006792467,1902,191 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Indiana University,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89459 : Gercke, Alfred, 1860-1922; 89460 : Hermes, Emil, 1847-1911; 89461 : Haase, Friedrich, 1808-1867; 84092 : Hense, Otto, 1845-1931; 84097 : Hosius, Carl, 1866-1937",,L. Annaei Seneae opera qvae svpersvnt ...,Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/100835803,1900,,3 v.,,,Hathi Trust,University of Iowa,,
"44971 : Florus, Lucius Annaeus","89699 : Rossbach, Otto, 1858-1931",,L. Annaei Flori Epitomae libri II et P. Annii Flori fragmentum De Vergilio oratore an poeta,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/100320198,1896,272 p.,,,,Hathi Trust,Harvard University,Rome; fast; History.,
,"89603 : Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",,Jurisprudentiae antejustinianae quae supersunt,Lipsiae,in aedibus B. G. Teubneri,1879,https://catalog.hathitrust.org/Record/009407634,1879,842 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University,History; Roman law; Sources.,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89461 : Haase, Friedrich, 1808-1867",,L. Annaei Senecae opera quae supersunt.,Lipsiae,sumptibue et typis B. G. Teubneri,1878,https://catalog.hathitrust.org/Record/011821397,1878,,3 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,The Ohio State University,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89438 : Garrod, H. W. (Heathcote William), 1878-1960; 89459 : Gercke, Alfred, 1860-1922",,"L. Annaei Senecae opera quae supersunt. Vol. 2, L. Annaei Senecae Naturalium quaestionum: Libros VIII",Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/101696788,1907,278 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Illinois at Urbana-Champaign,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89459 : Gercke, Alfred, 1860-1922; 89460 : Hermes, Emil, 1847-1911; 89461 : Haase, Friedrich, 1808-1867; 84092 : Hense, Otto, 1845-1931; 84097 : Hosius, Carl, 1866-1937",,L. Annaei Senecae opera qvae svpersvnt ...,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/001769371,1898,,4 v.,,,Hathi Trust,University of Michigan,,
,"89603 : Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",,Ivrisprvdentiae anteivstinianae qvae svpersvnt.,Lipsiae,in aedibus B. G. Teubneri,1886,https://catalog.hathitrust.org/Record/000347413,1886,880 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Illinois at Urbana-Champaign,History; Roman law; Sources.,
"45777 : Frontinus, Sextus Julius","89694 : Gundermann, Gotthold, 1856-1921",,Ivli Frontini Strategematon libri qvattvor,Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/012187589,1888,176 p.,,,,Hathi Trust,Columbia University,Early works to 1800; Military art and science,
"44971 : Florus, Lucius Annaeus","89560 : Halm, Karl, 1809-1882",,Ivli Flori Epitomae de Tito Livio bellorvm omnivm annorvm DCC libri dvo.,Lipsiae,sumptibus et typis B. G. Teubneri,1879,https://catalog.hathitrust.org/Record/007964387,1879,125 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Wisconsin - Madison,,
"89603 : Huschke, Ph. Eduard (Philipp Eduard), 1801-1886","84104 : Kübler, Bernhard, 1859-1940; 89616 : Seckel, Emil, 1864-1924",,Iurisprudentiae anteiustinianae,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/008882710,1908,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,Roman law; Sources.,
,"89692 : Bremer, F. P. (Franz Peter), 1832-",,Iurisprudentiae antehadrianae quae supersunt,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/012158872,1896,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University,History.; Roman law; Sources.,
"44963 : Firmicus Maternus, Julius","Sittl, Karl, 1862-1899",,Iulii Firmici Materni Mathesoes libri VIII.,Lipsiae,in aedibus B. G. Teubneri,1894,https://catalog.hathitrust.org/Record/011223935,1894,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Minnesota,,
"45336 : Plautus, Titus Maccius","84138 : Ritschl, Friedrich Wilhelm, 1806-1876",,Comodiae ...,Bonnae,H.B. Koenig,1848,https://catalog.hathitrust.org/Record/001809474,1848,,,,,HathiTrust,University of Michigan,COPIED TO NOT TEUBNER,
"44669 : Commodianus; 89551 : Dombart, Bernhard, 1832-1907",,,Commodiani Carmina. Recensvit et commentario critico instrvxit Bernhardvs Dombart.,Vindobonae,apvd C. Geroldi filivm,1887,https://catalog.hathitrust.org/Record/001220900,1887,250 p.,,,,HathiTrust,University of Michigan,COPIED TO NOT TEUBNER,
44669 : Commodianus,"89536 : Ludwig, Ernst, 1845-1912",,Commodiani Carmina,Lipsiae,in aedibus B. G. Teubneri,1878,https://catalog.hathitrust.org/Record/006759914,1878,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of California,,
44669 : Commodianus,"89536 : Ludwig, Ernst, 1845-1912",,Commodiani Carmina,Lipsiae,in aedibus B. G. Teubneri,1878,https://catalog.hathitrust.org/Record/006792423,1878,,2 v.,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. S. r,HathiTrust,Indiana University,,
44669 : Commodianus,"89536 : Ludwig, Ernst, 1845-1912",,Commodiani Carmina,Lipsiae,in aedibus B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/100737798,1877,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Chicago,,
70931 : Pomponius Porphyrio,"Meyer, Wilhelm, 1845-1917.",,Commentum in Horatium Flaccum.,Lipsiae,in aedibus B. G. Teubneri,1874,https://catalog.hathitrust.org/Record/000592533,1874,393 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Harvard University,,
"45701 : Caesar, Julius",,,Commentarius de bello Alexandrino,Lipsiae,B.G. Teubner,1896,https://catalog.hathitrust.org/Record/001724919,1896,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Michigan,,
"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84054 : Dinter, Bernard",,Commentarii cum A. Hirti aliorumque supplementis,Lipsiae,in aedibus B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/011255595,1890,,,,Bibliotheca scriptorum graecorum et romanorum teubneriana,HathiTrust,University of Minnesota,,
"45701 : Caesar, Julius","84054 : Dinter, Bernard",,Commentarii cum A. Hirti aliorumque supplementis.,Lipsiae,in aedibus B. G. Teubneri,1887,https://catalog.hathitrust.org/Record/100323513,1887,123 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Harvard University,,
"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84190 : Wölfflin, Eduard von, 1831-1908; 84104 : Kübler, Bernhard, 1859-1940",,Commentarii cum A. Hirtii aliorumque supplementis,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/001542194,1893,,3 v.,,Bibliotheca scriptorum graecorum et romanorum teubneriana,HathiTrust,University of Michigan,,
"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84190: Wölfflin, Eduard von, 1831-1908; 84104 : Kübler, Bernhard, 1859-1940",,Commentarii cum A. Hirtii aliorumque supplementis,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100836159,1893,,3 v.,,Bibliotheca scriptorum graecorum et romanorum teubneriana,HathiTrust,University of Iowa,,
"45701 : Caesar, Julius",,,Commentarii,Lipsiae,typis et sumptibus B. G. Teubneri,1859,https://catalog.hathitrust.org/Record/011548049,1859,460 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Harvard University,,
"45701 : Caesar, Julius",,,Commentarii de bello civili.,Lipsiae,in aedibus B. G. Teubneri,1886,https://catalog.hathitrust.org/Record/100480906,1886,123 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Harvard University,,
"45701 : Caesar, Julius",,,"Commentarii, cum supplementis A. Hirtii et aliorum. Recognovit Franciscus Oehler.",Lipsiae,Ex Officina Bernhardi Tauchnitz,1860,https://catalog.hathitrust.org/Record/100599040,1860,460 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Illinois at Urbana-Champaign,,
"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84104 : Kübler, Bernhard, 1859-1940",,Commentarii: cum a. Hirtii aliorumque supplementis ex recensione Bernardi Kübleri.,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/101826467,1893,,3 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Illinois at Urbana-Champaign,,
,"89535 : Lebreton, Maria Magdalena; 89537 : Maier, Anneliese, 1905-1971; 89540 : Ruysschaert, José; 89534 : Laurent, M.-H. (Marie-Hyacinthe), 1906-1968; 89525 : Borino, Giovanni Battista; 89539 : Pelzer, Auguste, 1876-1958; 89526 : Carusi, Enrico, 1878-1945; 89538 : Nogara, Bartolomeo, 1868-1954; 89572 : Franchi de' Cavalieri, Pius, 1869-1960; 89542 : Vattasso, Marco, 1869-1925",,Codices Vaticani Latini.,Romae,Typis Vaticanis,1902,https://catalog.hathitrust.org/Record/001173520,1902,,,,Bibliothecae Apostolicae Vaticanae codices manu scripti recensiti,HathiTrust,University of Virginia,"COPIED TO NOT TEUBNER; Catalogs.; Italy; Manuscripts; Manuscripts, Latin; Vatican City",
,"89473 : Vigna, Raimondo Amedeo",,Codice diplomatico delle colonie Tauro-Liguri durante la signoria dell'Ufficio di S. Giorgio (MCCCCLIII-MCCCCLXXV),Genova,Tip. del R. I. dei Sordo-Muti,1868,https://catalog.hathitrust.org/Record/009786308,1868,,8 v.,,,HathiTrust,University of Virginia,COPIED TO NOT TEUBNER; Sources.; Italy; Black Sea Region; Colonies.; Foreign relations; Liguria; Liguria (Italy); Politics and government,
89569 : Cleomedes,"89588 : Ziegler, Hermann Rudolf, 1851-",,Cleomedis De motu circulari corporum caelestium libri duo ad novorum codicum fidem edidit et latina interpretatione instruxit Hermannus Ziegler.,Lipsiae,in aedibus B. G. Teubneri,1891,https://catalog.hathitrust.org/Record/005389150,1891,257 p,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,University of Michigan,,
"52594 : Namatianus, Claudius Rutilius, active 5th century",,,"Claudii Rutilii Namatiani De reditu suo, libri ii: Accedunt Hadriani Flori Apuleii Anniani Sereji alierumque saec A. V. C. X. poetarum reliquiae",Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/100026628,1870,61 p.,,"Claudii Rutilii Namatiani De reditu suo, libri ii",,HathiTrust,University of Minnesota,,
"52594 : Namatianus, Claudius Rutilius, active 5th century; 71917 : Annianus; 44971 : Florus, Lucius Annaeus; 45787 : Hadrian, Emperor of Rome; 44546 : Apuleius; 71947 : Septimius Serenus","84127 : Müller, Lucian, 1836-1898",,Claudii Rutilii Namatiani De reditu suo libri II.,Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/008618875,1870,61 p.,,,,HathiTrust,Harvard University,Latin poetry.,
"89412 : Ptolemy, active 2nd century","89548 : Boer, Ae.; 89549 : Boll, Franz, 1867-1924; 84090 : Heiberg, J. L. (Johan Ludvig), 1854-1928",,Claudii Ptolemaei opera quae extant omnia ...,Lipsiae,In aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/006786409,1898,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Princeton University,,
"49542 : Claudianus, Claudius","89531 : Koch, Julius, 1866-",,Claudii Claudiani Carmina,Lipsiae,in aedibus B.G. Teubneri,1893,https://catalog.hathitrust.org/Record/100334015,1893,346 p.,,,,HathiTrust,Harvard University,,
"49542 : Claudianus, Claudius","89531 : Koch, Julius, 1866-",,Claudii Claudiani Carmina,Leipsig,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/012289484,1893,346 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Pennsylvania State University,,
"89523 : Aelian, active 3rd century","84093 : Hercher, Rudolf, 1821-1878",,Claudii Aeliani Varia historia,Lipsiae,in aedibus B. G. Teubneri,1887,https://catalog.hathitrust.org/Record/008416144,1887,209 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Columbia University,Ancient.; History,
"89523 : Aelian, active 3rd century; 89528 : George, the Pisidian; 89527 : Demetrius Pepagomenus, active 1260","84093 : Hercher, Rudolf, 1821-1878",,"Claudii Aeliani De natura animalium libri XVII: Varia historia, Epistolae fragmenta, ex recognitione Rudolphi Hercheri",Lipsiae,in aedibus B. G. Teubneri,1864,https://catalog.hathitrust.org/Record/011538516,1864,,2 v.,Claudii Aeliani De natura animalium libri XVII,,HathiTrust,Harvard University,"Pre-Linnean works.; Falconry.; History, Ancient.; Zoology",
